,track_id,bit_rate,comments,composer,date_created,date_recorded,duration,favorites,genre_top,genres,genres_all,information,interest,language_code,license,listens,lyricist,number,publisher,tags,title
10028,95526,320000,0,,2013-12-05 13:53:28,,280,0,Rock,"[12, 66, 111]","[25, 66, 12, 111]",,3672,,Attribution-Noncommercial-Share Alike 3.0 United States,2057,,9,,[],the 12th step
10029,95535,320000,0,,2013-12-05 13:53:34,,258,5,Rock,"[12, 66, 111]","[25, 66, 12, 111]",,6605,,Attribution-Noncommercial-Share Alike 3.0 United States,5112,,11,,[],i must have love
10030,95672,192000,0,,2013-12-07 11:12:20,,107,1,Rock,[64],"[64, 25, 12]",,941,,Attribution-Noncommercial-Share Alike 3.0 United States,603,,1,,[],Jelly
10031,95673,192000,0,,2013-12-07 11:12:20,,115,1,Rock,[64],"[64, 25, 12]",,1103,,Attribution-Noncommercial-Share Alike 3.0 United States,821,,2,,[],Six O'clock
10032,95674,192000,0,,2013-12-07 11:12:22,,103,0,Rock,[64],"[64, 25, 12]",,598,,Attribution-Noncommercial-Share Alike 3.0 United States,347,,3,,[],In Her Life
10033,95675,192000,0,,2013-12-07 11:12:22,,106,0,Rock,[64],"[64, 25, 12]",,633,,Attribution-Noncommercial-Share Alike 3.0 United States,500,,4,,[],Chelly Wars
10034,95676,192000,0,,2013-12-07 11:12:23,,194,0,Rock,[64],"[64, 25, 12]",,2048,,Attribution-Noncommercial-Share Alike 3.0 United States,896,,5,,[],Love Me
10035,95677,192000,0,,2013-12-07 11:12:23,,33,0,Rock,[64],"[64, 25, 12]",,1332,,Attribution-Noncommercial-Share Alike 3.0 United States,649,,6,,[],Bell
10036,95678,192000,0,,2013-12-07 11:12:24,,189,0,Rock,[64],"[64, 25, 12]",,838,,Attribution-Noncommercial-Share Alike 3.0 United States,672,,7,,[],Switch
10037,95679,192000,0,,2013-12-07 11:12:25,,101,0,Rock,[64],"[64, 25, 12]",,1159,,Attribution-Noncommercial-Share Alike 3.0 United States,934,,8,,[],Blue On Blue
10038,95733,192000,0,,2013-12-07 22:54:23,,205,0,Rock,[64],"[64, 25, 12]",,1329,,Attribution-Noncommercial-Share Alike 3.0 United States,1152,,9,,[],Cosmic Drunken Dancer (Remix '98)
10039,95735,192000,0,,2013-12-07 23:19:10,,124,0,Rock,[64],"[64, 25, 12]",,1131,,Attribution-Noncommercial-Share Alike 3.0 United States,947,,10,,[],S (Bonus Track)
10040,96105,192000,0,,2013-12-12 13:31:38,,235,0,Rock,"[25, 109]","[25, 12, 109]",,1777,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,883,,7,,[],Destroy I
10041,96106,192000,0,,2013-12-12 13:31:39,,86,0,Rock,"[25, 109]","[25, 12, 109]",,1167,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,505,,6,,[],Untitled II
10042,96107,192000,0,,2013-12-12 13:31:40,,138,1,Rock,"[25, 109]","[25, 12, 109]",,1647,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,1004,,5,,[],Untitled I
10043,96108,192000,0,,2013-12-12 13:31:40,,162,0,Rock,"[25, 109]","[25, 12, 109]",,1679,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,774,,4,,[],Blurst Of The Cope Coppers
10044,96109,192000,0,,2013-12-12 13:31:41,,118,0,Rock,"[25, 109]","[25, 12, 109]",,1619,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,855,,3,,[],Angle Sclope
10045,96110,192000,0,,2013-12-12 13:31:42,,165,1,Rock,"[25, 109]","[25, 12, 109]",,2324,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,1555,,2,,[],Jazzmonster/The Dug Hole
10046,96111,192000,0,,2013-12-12 13:31:43,,127,1,Rock,"[25, 109]","[25, 12, 109]",,2955,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,2166,,1,,[],Tort.Plode.Blurst
10047,96140,128000,0,,2013-12-12 17:54:44,,337,0,Rock,"[25, 85]","[25, 12, 85]",,284,,Attribution-Noncommercial-No Derivative Works 3.0 United States,203,,8,,[],Midnight Walker
10048,96141,128000,0,,2013-12-12 17:54:45,,331,1,Rock,"[25, 85]","[25, 12, 85]",,227,,Attribution-Noncommercial-No Derivative Works 3.0 United States,181,,1,,[],Showdown At Wookie Lake
10049,96142,128000,0,,2013-12-12 17:54:46,,288,0,Rock,"[25, 85]","[25, 12, 85]",,133,,Attribution-Noncommercial-No Derivative Works 3.0 United States,86,,2,,[],Keys To The Face
10050,96143,128000,0,,2013-12-12 17:54:46,,193,0,Rock,"[25, 85]","[25, 12, 85]",,614,,Attribution-Noncommercial-No Derivative Works 3.0 United States,516,,3,,[],Pumpin' with Big Rock
10051,96144,128000,0,,2013-12-12 17:54:48,,337,1,Rock,"[25, 85]","[25, 12, 85]",,136,,Attribution-Noncommercial-No Derivative Works 3.0 United States,82,,4,,[],Pile of Dirt
10052,96145,128000,0,,2013-12-12 17:54:48,,180,0,Rock,"[25, 85]","[25, 12, 85]",,93,,Attribution-Noncommercial-No Derivative Works 3.0 United States,49,,5,,[],Untitled
10053,96146,128000,0,,2013-12-12 17:54:49,,293,2,Rock,"[25, 85]","[25, 12, 85]",,646,,Attribution-Noncommercial-No Derivative Works 3.0 United States,569,,6,,[],Vodka Beach
10054,96147,128000,0,,2013-12-12 17:54:50,,243,0,Rock,"[25, 85]","[25, 12, 85]",,146,,Attribution-Noncommercial-No Derivative Works 3.0 United States,97,,7,,[],Titty was Loc'd
10055,96278,192000,0,Kirk Pearson,2013-12-14 01:23:02,,235,0,Rock,[66],"[66, 12]",,1055,en,Attribution-Noncommercial-Share Alike 3.0 United States,629,Kirk Pearson,7,Kirk Pearson,"['alternative rock', 'accordion', 'clever', 'post punk', 'kirk pearson', 'electro folk', 'alternative', 'acoustic electronic', 'crazy', 'alternative pop', 'female vocalist', 'fun', 'new england conservatory', 'analog synth', 'music for television', 'music for film', 'new zealand', 'awesome', 'film', 'whimsical', 'japan', 'alt rock', 'brazil', 'synth', 'soundtrack', 'music for performing art', 'music for podcast', 'electroacoustic', 'germany', 'american', '00s', 'new wave', 'acoustic guitar', 'music for video', 'film soundtrack', 'instrumental rock', 'instrumental', 'usa', 'college rock', 'funk', 'mandolin', 'beats', 'oberlin college', 'cello', 'alt pop', 'quirky', 'happy', 'brooklyn']",Armchair Anthropologist
10056,96284,192000,0,Kirk Pearson,2013-12-14 01:25:38,,262,0,Rock,[66],"[66, 12]",,1547,en,Attribution-Noncommercial-Share Alike 3.0 United States,887,Kirk Pearson,6,Kirk Pearson,"['alternative rock', 'accordion', 'clever', 'post punk', 'kirk pearson', 'electro folk', 'alternative', 'acoustic electronic', 'crazy', 'alternative pop', 'female vocalist', 'fun', 'new england conservatory', 'analog synth', 'music for television', 'music for film', 'new zealand', 'awesome', 'film', 'whimsical', 'japan', 'alt rock', 'brazil', 'synth', 'soundtrack', 'music for performing art', 'music for podcast', 'electroacoustic', 'germany', 'american', '00s', 'new wave', 'acoustic guitar', 'music for video', 'film soundtrack', 'instrumental rock', 'instrumental', 'usa', 'college rock', 'funk', 'mandolin', 'beats', 'oberlin college', 'cello', 'alt pop', 'quirky', 'happy', 'brooklyn']",Jules Verne
10057,96287,192000,0,Kirk Pearson,2013-12-14 01:25:49,,166,1,Rock,[66],"[66, 12]",,1646,en,Attribution-Noncommercial-Share Alike 3.0 United States,585,Kirk Pearson,3,Kirk Pearson,"['alternative rock', 'accordion', 'clever', 'post punk', 'kirk pearson', 'electro folk', 'alternative', 'acoustic electronic', 'crazy', 'alternative pop', 'female vocalist', 'fun', 'new england conservatory', 'analog synth', 'music for television', 'music for film', 'new zealand', 'awesome', 'film', 'whimsical', 'japan', 'alt rock', 'brazil', 'synth', 'soundtrack', 'music for performing art', 'music for podcast', 'electroacoustic', 'germany', 'american', '00s', 'new wave', 'acoustic guitar', 'music for video', 'film soundtrack', 'instrumental rock', 'instrumental', 'usa', 'college rock', 'funk', 'mandolin', 'beats', 'oberlin college', 'cello', 'alt pop', 'quirky', 'happy', 'brooklyn']",Monocot Down
10058,96292,192000,0,Kirk Pearson,2013-12-14 01:29:04,,87,0,Rock,[66],"[66, 12]",,1110,en,Attribution-Noncommercial-Share Alike 3.0 United States,641,Kirk Pearson,5,Kirk Pearson,"['alternative rock', 'accordion', 'clever', 'post punk', 'kirk pearson', 'electro folk', 'alternative', 'acoustic electronic', 'crazy', 'alternative pop', 'female vocalist', 'fun', 'new england conservatory', 'analog synth', 'music for television', 'music for film', 'new zealand', 'awesome', 'film', 'whimsical', 'japan', 'alt rock', 'brazil', 'synth', 'soundtrack', 'music for performing art', 'music for podcast', 'electroacoustic', 'germany', 'american', '00s', 'new wave', 'acoustic guitar', 'music for video', 'film soundtrack', 'instrumental rock', 'instrumental', 'usa', 'college rock', 'funk', 'mandolin', 'beats', 'oberlin college', 'cello', 'alt pop', 'quirky', 'happy', 'brooklyn']",The Warmth of the Dial Tone
10059,96294,192000,0,Kirk Pearson,2013-12-14 01:29:04,,209,6,Rock,[66],"[66, 12]",,1303,en,Attribution-Noncommercial-Share Alike 3.0 United States,976,Kirk Pearson,1,Kirk Pearson,"['alternative rock', 'accordion', 'clever', 'post punk', 'kirk pearson', 'electro folk', 'alternative', 'acoustic electronic', 'crazy', 'alternative pop', 'female vocalist', 'fun', 'new england conservatory', 'analog synth', 'music for television', 'music for film', 'new zealand', 'awesome', 'film', 'whimsical', 'japan', 'alt rock', 'brazil', 'synth', 'soundtrack', 'music for performing art', 'music for podcast', 'electroacoustic', 'germany', 'american', '00s', 'new wave', 'acoustic guitar', 'music for video', 'film soundtrack', 'instrumental rock', 'instrumental', 'usa', 'college rock', 'funk', 'mandolin', 'beats', 'oberlin college', 'cello', 'alt pop', 'quirky', 'happy', 'brooklyn']",Pollinate
10060,96297,192000,0,Kirk Pearson,2013-12-14 01:31:15,,195,3,Rock,[66],"[66, 12]",,1412,en,Attribution-Noncommercial-Share Alike 3.0 United States,962,Kirk Pearson,4,Kirk Pearson,"['alternative rock', 'accordion', 'clever', 'post punk', 'kirk pearson', 'electro folk', 'alternative', 'acoustic electronic', 'crazy', 'alternative pop', 'female vocalist', 'fun', 'new england conservatory', 'analog synth', 'music for television', 'music for film', 'new zealand', 'awesome', 'film', 'whimsical', 'japan', 'alt rock', 'brazil', 'synth', 'soundtrack', 'music for performing art', 'music for podcast', 'electroacoustic', 'germany', 'american', '00s', 'new wave', 'acoustic guitar', 'music for video', 'film soundtrack', 'instrumental rock', 'instrumental', 'usa', 'college rock', 'funk', 'mandolin', 'beats', 'oberlin college', 'cello', 'alt pop', 'quirky', 'happy', 'brooklyn']",Flatland
10061,96298,192000,0,,2013-12-14 01:33:28,,232,1,Rock,[66],"[66, 12]",,1864,,Attribution-Noncommercial-Share Alike 3.0 United States,1457,,2,,"['alternative rock', 'accordion', 'clever', 'post punk', 'kirk pearson', 'electro folk', 'alternative', 'acoustic electronic', 'crazy', 'alternative pop', 'female vocalist', 'fun', 'new england conservatory', 'analog synth', 'music for television', 'music for film', 'new zealand', 'awesome', 'film', 'whimsical', 'japan', 'alt rock', 'brazil', 'synth', 'soundtrack', 'music for performing art', 'music for podcast', 'electroacoustic', 'germany', 'american', '00s', 'new wave', 'acoustic guitar', 'music for video', 'film soundtrack', 'instrumental rock', 'instrumental', 'usa', 'college rock', 'funk', 'mandolin', 'beats', 'oberlin college', 'cello', 'alt pop', 'quirky', 'happy', 'brooklyn']",Yosemite Sam and the Mechanical Man
10062,96315,192000,0,,2013-12-14 20:30:58,,1689,2,Rock,"[25, 71, 89]","[89, 25, 12, 71]",,1644,,Attribution-Noncommercial-Share Alike 3.0 United States,1241,,0,,[],live at Fireside Bowl 8/20/95
10063,96399,256000,0,,2013-12-15 16:59:05,,243,4,Rock,"[12, 31]","[12, 31]",,7103,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,5000,,2,,"['hey', 'right', 'wrong', 'wrong or right', 'mates', 'soul', 'soul mates', 'rockroll', 'sound', 'save', 'tears', 'your', 'insane ride']",Sound of Rock&Roll
10064,96400,256000,0,,2013-12-15 16:59:06,,227,5,Rock,"[12, 31]","[12, 31]",,5173,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,3868,,1,,"['hey', 'right', 'wrong', 'wrong or right', 'mates', 'soul', 'soul mates', 'rockroll', 'sound', 'save', 'tears', 'your', 'insane ride']",Save Your Tears
10065,96401,256000,0,,2013-12-15 16:59:06,,191,3,Rock,"[12, 31]","[12, 31]",,5265,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,4257,,3,,"['hey', 'right', 'wrong', 'wrong or right', 'mates', 'soul', 'soul mates', 'rockroll', 'sound', 'save', 'tears', 'your', 'insane ride']",Soul Mates
10066,96402,256000,0,,2013-12-15 17:33:33,,202,6,Rock,"[12, 31]","[12, 31]",,7743,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,6229,,5,,"['hey', 'right', 'wrong', 'wrong or right', 'mates', 'soul', 'soul mates', 'rockroll', 'sound', 'save', 'tears', 'your', 'insane ride']",Hey !
10067,96403,256000,0,,2013-12-15 17:33:34,,185,12,Rock,"[12, 31]","[12, 31]",,11330,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,9143,,4,,"['hey', 'right', 'wrong', 'wrong or right', 'mates', 'soul', 'soul mates', 'rockroll', 'sound', 'save', 'tears', 'your', 'insane ride']",Wrong or Right
10068,96408,128000,0,,2013-12-16 03:33:06,,341,3,Rock,[66],"[66, 12]",,6234,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,5539,,4,,['mario gajarsky'],Fucking Desire
10069,96436,192000,0,,2013-12-16 20:17:23,,145,1,Rock,[66],"[66, 12]",,985,,Attribution-Noncommercial-Share Alike 3.0 United States,589,,1,,"['oberlin college', 'brazil', 'synth', 'soundtrack', 'music for performing art', 'music for podcast', 'electro folk', 'germany', 'japan', 'acoustic guitar', 'music for video', 'film soundtrack', 'instrumental rock', 'instrumental', 'electroacoustic', 'mandolin', 'new england conservatory', 'analog synth', 'music for television', 'music for film', 'new zealand', 'kirk pearson', 'film', 'female vocalist', 'usa', 'post punk', 'crazy', 'brooklyn', 'alternative rock', 'alt rock', 'whimsical', 'fun', 'college rock', 'awesome', 'alternative pop', 'accordion', 'new wave', 'quirky', 'acoustic electronic', 'clever', 'american', 'alternative', '00s']",Killer Fry
10070,96437,192000,0,,2013-12-16 20:17:24,,59,1,Rock,[66],"[66, 12]",,923,,Attribution-Noncommercial-Share Alike 3.0 United States,398,,2,,"['oberlin college', 'brazil', 'synth', 'soundtrack', 'music for performing art', 'music for podcast', 'electro folk', 'germany', 'japan', 'acoustic guitar', 'music for video', 'film soundtrack', 'instrumental rock', 'instrumental', 'electroacoustic', 'mandolin', 'new england conservatory', 'analog synth', 'music for television', 'music for film', 'new zealand', 'kirk pearson', 'film', 'female vocalist', 'usa', 'post punk', 'crazy', 'brooklyn', 'alternative rock', 'alt rock', 'whimsical', 'fun', 'college rock', 'awesome', 'alternative pop', 'accordion', 'new wave', 'quirky', 'acoustic electronic', 'clever', 'american', 'alternative', '00s']",Neuron One
10071,96438,192000,0,,2013-12-16 20:17:25,,241,2,Rock,[66],"[66, 12]",,1665,,Attribution-Noncommercial-Share Alike 3.0 United States,515,,3,,"['oberlin college', 'brazil', 'synth', 'soundtrack', 'music for performing art', 'music for podcast', 'electro folk', 'germany', 'japan', 'acoustic guitar', 'music for video', 'film soundtrack', 'instrumental rock', 'instrumental', 'electroacoustic', 'mandolin', 'new england conservatory', 'analog synth', 'music for television', 'music for film', 'new zealand', 'kirk pearson', 'film', 'female vocalist', 'usa', 'post punk', 'crazy', 'brooklyn', 'alternative rock', 'alt rock', 'whimsical', 'fun', 'college rock', 'awesome', 'alternative pop', 'accordion', 'new wave', 'quirky', 'acoustic electronic', 'clever', 'american', 'alternative', '00s']",Manic
10072,96439,192000,0,,2013-12-16 20:17:26,,237,3,Rock,[66],"[66, 12]",,1821,,Attribution-Noncommercial-Share Alike 3.0 United States,974,,4,,"['oberlin college', 'brazil', 'synth', 'soundtrack', 'music for performing art', 'music for podcast', 'electro folk', 'germany', 'japan', 'acoustic guitar', 'music for video', 'film soundtrack', 'instrumental rock', 'instrumental', 'electroacoustic', 'mandolin', 'new england conservatory', 'analog synth', 'music for television', 'music for film', 'new zealand', 'kirk pearson', 'film', 'female vocalist', 'usa', 'post punk', 'crazy', 'brooklyn', 'alternative rock', 'alt rock', 'whimsical', 'fun', 'college rock', 'awesome', 'alternative pop', 'accordion', 'new wave', 'quirky', 'acoustic electronic', 'clever', 'american', 'alternative', '00s']",Travel On
10073,96440,192000,0,,2013-12-16 20:17:26,,196,1,Rock,[66],"[66, 12]",,757,,Attribution-Noncommercial-Share Alike 3.0 United States,381,,5,,"['oberlin college', 'brazil', 'synth', 'soundtrack', 'music for performing art', 'music for podcast', 'electro folk', 'germany', 'japan', 'acoustic guitar', 'music for video', 'film soundtrack', 'instrumental rock', 'instrumental', 'electroacoustic', 'mandolin', 'new england conservatory', 'analog synth', 'music for television', 'music for film', 'new zealand', 'kirk pearson', 'film', 'female vocalist', 'usa', 'post punk', 'crazy', 'brooklyn', 'alternative rock', 'alt rock', 'whimsical', 'fun', 'college rock', 'awesome', 'alternative pop', 'accordion', 'new wave', 'quirky', 'acoustic electronic', 'clever', 'american', 'alternative', '00s']",Chanson de Québec
10074,96442,192000,0,,2013-12-16 20:17:27,,214,1,Rock,[66],"[66, 12]",,1005,,Attribution-Noncommercial-Share Alike 3.0 United States,487,,7,,"['oberlin college', 'brazil', 'synth', 'soundtrack', 'music for performing art', 'music for podcast', 'electro folk', 'germany', 'japan', 'acoustic guitar', 'music for video', 'film soundtrack', 'instrumental rock', 'instrumental', 'electroacoustic', 'mandolin', 'new england conservatory', 'analog synth', 'music for television', 'music for film', 'new zealand', 'kirk pearson', 'film', 'female vocalist', 'usa', 'post punk', 'crazy', 'brooklyn', 'alternative rock', 'alt rock', 'whimsical', 'fun', 'college rock', 'awesome', 'alternative pop', 'accordion', 'new wave', 'quirky', 'acoustic electronic', 'clever', 'american', 'alternative', '00s']",Father Time
10075,96443,192000,0,,2013-12-16 20:17:29,,122,1,Rock,[66],"[66, 12]",,1483,,Attribution-Noncommercial-Share Alike 3.0 United States,498,,8,,"['oberlin college', 'brazil', 'synth', 'soundtrack', 'music for performing art', 'music for podcast', 'electro folk', 'germany', 'japan', 'acoustic guitar', 'music for video', 'film soundtrack', 'instrumental rock', 'instrumental', 'electroacoustic', 'mandolin', 'new england conservatory', 'analog synth', 'music for television', 'music for film', 'new zealand', 'kirk pearson', 'film', 'female vocalist', 'usa', 'post punk', 'crazy', 'brooklyn', 'alternative rock', 'alt rock', 'whimsical', 'fun', 'college rock', 'awesome', 'alternative pop', 'accordion', 'new wave', 'quirky', 'acoustic electronic', 'clever', 'american', 'alternative', '00s']",Open Window
10076,96444,192000,0,,2013-12-16 20:17:29,,82,1,Rock,[66],"[66, 12]",,696,,Attribution-Noncommercial-Share Alike 3.0 United States,421,,9,,"['oberlin college', 'brazil', 'synth', 'soundtrack', 'music for performing art', 'music for podcast', 'electro folk', 'germany', 'japan', 'acoustic guitar', 'music for video', 'film soundtrack', 'instrumental rock', 'instrumental', 'electroacoustic', 'mandolin', 'new england conservatory', 'analog synth', 'music for television', 'music for film', 'new zealand', 'kirk pearson', 'film', 'female vocalist', 'usa', 'post punk', 'crazy', 'brooklyn', 'alternative rock', 'alt rock', 'whimsical', 'fun', 'college rock', 'awesome', 'alternative pop', 'accordion', 'new wave', 'quirky', 'acoustic electronic', 'clever', 'american', 'alternative', '00s']",Neuron Two
10077,96445,192000,0,,2013-12-16 20:17:30,,226,1,Rock,[66],"[66, 12]",,923,,Attribution-Noncommercial-Share Alike 3.0 United States,505,,10,,"['oberlin college', 'brazil', 'synth', 'soundtrack', 'music for performing art', 'music for podcast', 'electro folk', 'germany', 'japan', 'acoustic guitar', 'music for video', 'film soundtrack', 'instrumental rock', 'instrumental', 'electroacoustic', 'mandolin', 'new england conservatory', 'analog synth', 'music for television', 'music for film', 'new zealand', 'kirk pearson', 'film', 'female vocalist', 'usa', 'post punk', 'crazy', 'brooklyn', 'alternative rock', 'alt rock', 'whimsical', 'fun', 'college rock', 'awesome', 'alternative pop', 'accordion', 'new wave', 'quirky', 'acoustic electronic', 'clever', 'american', 'alternative', '00s']",Marbles
10078,96446,192000,0,,2013-12-16 20:17:30,,273,3,Rock,[66],"[66, 12]",,1475,,Attribution-Noncommercial-Share Alike 3.0 United States,907,,11,,"['oberlin college', 'brazil', 'synth', 'soundtrack', 'music for performing art', 'music for podcast', 'electro folk', 'germany', 'japan', 'acoustic guitar', 'music for video', 'film soundtrack', 'instrumental rock', 'instrumental', 'electroacoustic', 'mandolin', 'new england conservatory', 'analog synth', 'music for television', 'music for film', 'new zealand', 'kirk pearson', 'film', 'female vocalist', 'usa', 'post punk', 'crazy', 'brooklyn', 'alternative rock', 'alt rock', 'whimsical', 'fun', 'college rock', 'awesome', 'alternative pop', 'accordion', 'new wave', 'quirky', 'acoustic electronic', 'clever', 'american', 'alternative', '00s']",Home
10079,96448,192000,0,,2013-12-16 20:17:32,,233,1,Rock,[66],"[66, 12]",,1123,,Attribution-Noncommercial-Share Alike 3.0 United States,834,,13,,"['oberlin college', 'brazil', 'synth', 'soundtrack', 'music for performing art', 'music for podcast', 'electro folk', 'germany', 'japan', 'acoustic guitar', 'music for video', 'film soundtrack', 'instrumental rock', 'instrumental', 'electroacoustic', 'mandolin', 'new england conservatory', 'analog synth', 'music for television', 'music for film', 'new zealand', 'kirk pearson', 'film', 'female vocalist', 'usa', 'post punk', 'crazy', 'brooklyn', 'alternative rock', 'alt rock', 'whimsical', 'fun', 'college rock', 'awesome', 'alternative pop', 'accordion', 'new wave', 'quirky', 'acoustic electronic', 'clever', 'american', 'alternative', '00s']",Kai Sen Manuscripts
10080,96449,192000,0,,2013-12-16 20:17:33,,228,6,Rock,[66],"[66, 12]",,2321,,Attribution-Noncommercial-Share Alike 3.0 United States,1872,,14,,"['oberlin college', 'brazil', 'synth', 'soundtrack', 'music for performing art', 'music for podcast', 'electro folk', 'germany', 'japan', 'acoustic guitar', 'music for video', 'film soundtrack', 'instrumental rock', 'instrumental', 'electroacoustic', 'mandolin', 'new england conservatory', 'analog synth', 'music for television', 'music for film', 'new zealand', 'kirk pearson', 'film', 'female vocalist', 'usa', 'post punk', 'crazy', 'brooklyn', 'alternative rock', 'alt rock', 'whimsical', 'fun', 'college rock', 'awesome', 'alternative pop', 'accordion', 'new wave', 'quirky', 'acoustic electronic', 'clever', 'american', 'alternative', '00s']",Julia's Brains
10081,96559,320000,0,,2013-12-17 17:42:44,,126,1,Rock,"[12, 25]","[25, 12]",,2438,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,800,,1,,[],Me and Santa
10082,96560,320000,0,,2013-12-17 17:42:45,,236,0,Rock,"[12, 25]","[25, 12]",,4357,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,4110,,2,,[],In the Christmas Time
10083,96631,292089,0,,2013-12-18 19:34:24,,111,0,Rock,"[25, 85]","[25, 12, 85]",,642,,Attribution-Noncommercial-NoDerivatives 2.5 Canada,514,,1,,[],Come See The Freaks
10084,96632,291143,0,,2013-12-18 19:34:25,,86,0,Rock,"[25, 85]","[25, 12, 85]",,349,,Attribution-Noncommercial-NoDerivatives 2.5 Canada,270,,3,,[],Dirtbag Dreamboat/BRAT
10085,96633,288187,0,,2013-12-18 19:34:26,,90,1,Rock,"[25, 85]","[25, 12, 85]",,856,,Attribution-Noncommercial-NoDerivatives 2.5 Canada,750,,2,,[],Teenage Monster
10086,96634,288483,0,,2013-12-18 19:34:27,,108,1,Rock,"[25, 85]","[25, 12, 85]",,826,,Attribution-Noncommercial-NoDerivatives 2.5 Canada,717,,4,,[],Worst Nightmare
10087,96635,295565,0,,2013-12-18 19:34:27,,101,0,Rock,"[25, 85]","[25, 12, 85]",,1033,,Attribution-Noncommercial-NoDerivatives 2.5 Canada,934,,5,,[],Fat Wife
10088,96690,128000,0,,2013-12-19 13:14:33,,1266,0,Rock,[85],"[12, 85]",,780,,Attribution-Noncommercial-No Derivative Works 3.0 United States,704,,1,,[],"Live Set - Dec 14, 2013"
10089,96709,128000,0,,2013-12-19 14:20:50,,226,0,Rock,"[25, 167]","[25, 12, 31, 167]",,876,,Attribution-Noncommercial-No Derivative Works 3.0 United States,615,,11,,"['metal', 'black metal', 'punk', 'evil sword']",The Golden Toad
10090,96710,128000,0,,2013-12-19 14:20:50,,132,1,Rock,"[25, 167]","[25, 12, 31, 167]",,1545,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1078,,1,,"['metal', 'black metal', 'punk', 'evil sword']",Dead
10091,96711,128000,0,,2013-12-19 14:20:51,,137,0,Rock,"[25, 167]","[25, 12, 31, 167]",,1066,,Attribution-Noncommercial-No Derivative Works 3.0 United States,784,,2,,"['metal', 'black metal', 'punk', 'evil sword']",More Witches
10092,96712,128000,0,,2013-12-19 14:20:51,,211,0,Rock,"[25, 167]","[25, 12, 31, 167]",,1016,,Attribution-Noncommercial-No Derivative Works 3.0 United States,757,,3,,"['metal', 'black metal', 'punk', 'evil sword']",Good Sword
10093,96713,128000,0,,2013-12-19 14:20:52,,71,0,Rock,"[25, 167]","[25, 12, 31, 167]",,1320,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1006,,4,,"['metal', 'black metal', 'punk', 'evil sword']",Always Hungry
10094,96714,128000,0,,2013-12-19 14:20:53,,112,0,Rock,"[25, 167]","[25, 12, 31, 167]",,1671,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1297,,5,,"['metal', 'black metal', 'punk', 'evil sword']",Half Dead
10095,96715,128000,0,,2013-12-19 14:20:54,,217,0,Rock,"[25, 167]","[25, 12, 31, 167]",,1835,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1451,,7,,"['metal', 'black metal', 'punk', 'evil sword']",Lost
10096,96716,128000,0,,2013-12-19 14:20:54,,142,0,Rock,"[25, 167]","[25, 12, 31, 167]",,2182,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1691,,8,,"['metal', 'black metal', 'punk', 'evil sword']",Dance All Night
10097,96717,128000,0,,2013-12-19 14:20:55,,172,0,Rock,"[25, 167]","[25, 12, 31, 167]",,2183,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1827,,9,,"['metal', 'black metal', 'punk', 'evil sword']",Digging A Hole
10098,96718,128000,0,,2013-12-19 14:20:56,,193,1,Rock,"[25, 167]","[25, 12, 31, 167]",,3619,,Attribution-Noncommercial-No Derivative Works 3.0 United States,2987,,10,,"['metal', 'black metal', 'punk', 'evil sword']",Goblin King
10099,96744,192000,0,,2013-12-19 17:48:39,,212,0,Rock,"[12, 25, 85]","[25, 12, 85]",,774,,Attribution-Noncommercial-No Derivative Works 3.0 United States,570,,12,,[],These Times With You
10100,96745,192000,0,,2013-12-19 17:48:40,,242,0,Rock,"[12, 25, 85]","[25, 12, 85]",,730,,Attribution-Noncommercial-No Derivative Works 3.0 United States,602,,11,,[],Down The Road
10101,96746,192000,0,,2013-12-19 17:48:41,,269,0,Rock,"[12, 25, 85]","[25, 12, 85]",,441,,Attribution-Noncommercial-No Derivative Works 3.0 United States,336,,10,,[],We Won't Break
10102,96747,192000,0,,2013-12-19 17:48:42,,186,0,Rock,"[12, 25, 85]","[25, 12, 85]",,446,,Attribution-Noncommercial-No Derivative Works 3.0 United States,351,,9,,[],Clouds Of Dawn
10103,96749,192000,0,,2013-12-19 17:48:43,,207,0,Rock,"[12, 25, 85]","[25, 12, 85]",,420,,Attribution-Noncommercial-No Derivative Works 3.0 United States,325,,7,,[],Wrath and Fury
